objectid,f_id,id,content,co_oridinate1,co_oridinate2,pubtime,comment_,like_,transfer,tools
594059,1985480041-M_EthE9CYL2,1985480041,雍和宫，国子监，孔庙，护城河，鼓楼。  北京  ???,39.945309,116.416771,2017/1/31 1:37,0,1,0,iPhone 6 Plus
594079,1985480041-M_EthHjhV9h,1985480041,帝都北京雾霾??严重，只有带雾霾口罩了。 #北京雾霾#   北京  ???,39.992989,116.369568,2017/1/31 1:45,0,1,0,iPhone 6 Plus
594088,1985480041-M_EthI4h303,1985480041,三里屯，酒吧街？笑死爹哟，还没得重庆杨家坪喝死一条街，南坪昌龙乱吼一条街闹热。完全就是乡村的赶脚。还有就是什刹海后海的酒吧全是酒托，拉客的。工体酒吧街一样很垃圾，这就是帝都的夜生活？ #三里屯酒吧街# #工体酒吧街# #后海酒吧街#   北京·三里屯  ???,39.934132,116.453911,2017/1/31 1:47,1,1,0,iPhone 6 Plus
601554,1985480041-M_EtoFFqKak,1985480041,正阳门，箭楼。 #正阳门# #箭楼#   北京  ???,39.992199,116.368668,2017/1/31 19:30,0,1,0,iPhone 6 Plus
601728,1985480041-M_EtoKN4OtS,1985480041,天安门广场，人民大会堂，人民英雄纪念碑，国家博物馆，天安门城楼。 #天安门广场# #人民大会堂# #人民英雄纪念碑# #国家博物馆# #天安门城楼#   北京  ???,39.992378,116.369751,2017/1/31 19:43,0,1,0,iPhone 6 Plus
601938,1985480041-M_EtoQJffV3,1985480041,天安门广场留影  北京  ???,39.99242,116.369637,2017/1/31 19:57,0,0,0,iPhone 6 Plus
601989,1985480041-M_EtoSu0GP5,1985480041,涛哥天安门广场留影  北京·南沙滩  ???,39.99242,116.369637,2017/1/31 20:01,0,0,0,iPhone 6 Plus
602385,1985480041-M_Etp4qu2yC,1985480041,午门，西华门，故宫，护城河。  北京  ???,39.991291,116.368271,2017/1/31 20:31,0,1,0,iPhone 6 Plus
605127,1985480041-M_EtqhyEzyB,1985480041,夕阳西下圆明园 #圆明园#   北京  ???,40.09864,116.373253,2017/1/31 23:36,0,1,0,iPhone 6 Plus
605184,1985480041-M_EtqjZ6k5m,1985480041,十二生肖：子鼠，丑牛，寅虎，卯兔，辰龙，巳蛇。  北京  ???,40.09967,116.373253,2017/1/31 23:42,0,1,0,iPhone 6 Plus
605195,1985480041-M_EtqktwmQP,1985480041,十二生肖：午马，未羊，申猴，酉鸡，戌狗，亥猪。  北京·圆明园遗址公园(清华西路)  ???,40.006691,116.309242,2017/1/31 23:43,0,1,0,iPhone 6 Plus
605248,1985480041-M_Etqm9ezgu,1985480041,圆明园遗址。 #圆明园# #大水法#   北京·圆明园遗址公园(清华西路)  ???,40.01207,116.308167,2017/1/31 23:47,0,1,0,iPhone 6 Plus
605262,1985480041-M_EtqmAnWq4,1985480041,圆明园遗址。大水法  北京·圆明园遗址公园(清华西路)  ???,40.013149,116.312843,2017/1/31 23:48,0,1,0,iPhone 6 Plus
612180,1985480041-M_EtwSn3qNc,1985480041,故宫，大石雕。 #大石雕#   北京·故宫  ???,39.91927,116.403618,2017/2/1 16:23,0,1,0,iPhone 6 Plus
612206,1985480041-M_EtwT7aoCS,1985480041,故宫，乾清宫。 #乾清宫#   北京·故宫  ???,39.91927,116.403618,2017/2/1 16:25,0,1,0,iPhone 6 Plus
612228,1985480041-M_EtwTMxkPs,1985480041,故宫一景  北京·故宫  ???,39.91927,116.403618,2017/2/1 16:27,0,1,0,iPhone 6 Plus
612248,1985480041-M_EtwUd9rtG,1985480041,故宫，西洋景色。  北京·故宫  ???,39.91927,116.403618,2017/2/1 16:28,0,1,0,iPhone 6 Plus
612265,1985480041-M_EtwUECptw,1985480041,故宫，九龙壁。 #九龙壁#   北京·故宫  ???,39.91927,116.403618,2017/2/1 16:29,0,1,0,iPhone 6 Plus
612292,1985480041-M_EtwVhl8Qh,1985480041,故宫，皇极殿。 #皇极殿#   北京·故宫  ???,39.91927,116.403618,2017/2/1 16:30,0,1,0,iPhone 6 Plus
612474,1985480041-M_Etx0Xgi4U,1985480041,故宫，太和殿。 #太和殿#   北京·故宫  ???,39.91927,116.403618,2017/2/1 16:44,0,1,0,iPhone 6 Plus
612500,1985480041-M_Etx1ydtYA,1985480041,故宫，中和殿。 #中和殿#   北京·故宫  ???,39.91927,116.403618,2017/2/1 16:46,0,1,0,iPhone 6 Plus
612515,1985480041-M_Etx23ukT3,1985480041,故宫，乾清门。 #乾清门#   北京·故宫  ???,39.91927,116.403618,2017/2/1 16:47,0,1,0,iPhone 6 Plus
612534,1985480041-M_Etx2nA2la,1985480041,故宫留影。  北京·故宫  ???,39.91927,116.403618,2017/2/1 16:48,0,1,0,iPhone 6 Plus
616774,1985480041-M_EtyO39pJf,1985480041,猜猜哪杯鸡尾酒[酒杯]最难喝？我喝的最难喝[干杯][干杯]的哪杯！！ 我在propaganda 红五星酒吧，哪些要来 #propaganda # #红五星酒吧#   北京·Propaganda  ???,39.991489,116.337303,2017/2/1 21:18,0,1,0,iPhone 6 Plus
634219,1985480041-M_EtJM59jAk,1985480041,河北唐山清东陵雪地耍耍。 #唐山·清东陵[地点]# #清东陵#   北京  ???,39.997002,116.373573,2017/2/3 1:13,0,1,0,iPhone 6 Plus
634341,1985480041-M_EtJV3hBSK,1985480041,清东陵乾隆爷陵寝，地宫。极尽奢华。  北京  ???,39.99263,116.36956,2017/2/3 1:35,0,1,0,iPhone 6 Plus
634356,1985480041-M_EtJVYzdhx,1985480041,清东陵乾隆爷陵寝，地宫，奢华依旧。清王朝康乾盛世和中国封建王朝最鼎盛时期。  北京  ???,39.99263,116.36956,2017/2/3 1:38,0,1,0,iPhone 6 Plus
634375,1985480041-M_EtJXssMrJ,1985480041,清东陵康熙爷陵寝，外景和石像生。  北京  ???,39.993561,116.370407,2017/2/3 1:41,0,1,0,iPhone 6 Plus
634412,1985480041-M_EtK0Wc2So,1985480041,清东陵雪景，寒冬腊月，冰天雪地  北京  ???,39.994251,116.370972,2017/2/3 1:50,0,1,0,iPhone 6 Plus
634414,1985480041-M_EtK1x8xRl,1985480041,大雪皑皑的清东陵景区。  北京  ???,39.99638,116.372864,2017/2/3 1:51,0,1,0,iPhone 6 Plus
634420,1985480041-M_EtK1TAxKj,1985480041,补发昨天故宫照片  北京  ???,39.995079,116.372078,2017/2/3 1:52,0,1,0,iPhone 6 Plus
634423,1985480041-M_EtK2meYIW,1985480041,北京王府井旁边教堂[教堂]，东堂。  北京  ???,39.994579,116.37146,2017/2/3 1:53,0,1,0,iPhone 6 Plus
642513,1985480041-M_EtQde41Lz,1985480041,晚上终于回重庆了。 三人行，今归故里。 好想你，重庆。 好想你，山城。 好想你，火锅。 好想你，小面。 好想你，渝菜。 #国航#   @中国国际航空   北京·首都机场T3航站楼  ???,40.05587,116.615349,2017/2/3 17:37,0,2,0,iPhone 6 Plus
5259315,1985594053-M_FeXvEoDzw,1985594053,尼康D5  腾龙150--600MMG2镜头拍摄  北京·黄村  ???,39.738392,116.358437,2017/7/31 19:21,1,7,0,iPhone 6 Plus
5566741,1985594053-M_FgKqJsElK,1985594053,尼康D5  腾龙35mm F1.8 VC镜头拍摄～千佛崖地处花土沟镇东北的游园沟。第三纪红色砂岩褶皱构造绵延展布，由沟口向里延伸，自西向东崛起。在陡峭的山崖布满红色泥质悬垂凝结构，如同悬空红瀑布倾泻而下，气势磅礴。在这里可以看到有似泥钟乳泥蘑菇、泥灵芝等形状的凝结物。穿过这座天然帷幔，继续往里约 ???? 全文,39.73671,116.355553,2017/8/12 13:44,1,3,0,iPhone 6 Plus
5662866,1985594053-M_Fhio3dv6G,1985594053,沙漠中的野牦牛  北京·黄村  ???,39.736599,116.355453,2017/8/16 4:11,0,6,2,iPhone 6 Plus
5435014,1985759187-M_FfYakmz0a,1985759187,我确定看的不是升旗，是人[笑cry]  北京·北京市劳动人民文化宫  ???,39.912628,116.399734,2017/8/7 10:52,0,0,0,iPhone 6s
5499108,1985759187-M_FgkNpaxTs,1985759187,颐和园小走，第一天的行程  北京·北京颐和园  ???,39.99292,116.272232,2017/8/9 20:28,0,0,0,iPhone 6s
5499158,1985759187-M_FgkO8kIJ9,1985759187,第一天晚上鸟巢水立方走起，可惜不会自拍[笑cry]  北京·奥林匹克公园中心区  ???,39.995628,116.389961,2017/8/9 20:30,0,0,0,iPhone 6s
5499287,1985759187-M_FgkQfvCq9,1985759187,第二天的长城和十三陵，坐的滑车还累的不行，旅游的节奏太快，只怪假期太短[泪]  北京·万里长城·八达岭  ???,40.356033,116.01387,2017/8/9 20:35,1,1,2,iPhone 6s
5499423,1985759187-M_FgkSABNNo,1985759187,第三日早上的天坛公园，里面的空气和树木着实不错[哈哈]  北京·天坛  ???,39.883881,116.419952,2017/8/9 20:41,0,0,0,iPhone 6s
5499583,1985759187-M_FgkV0ajET,1985759187,三日上午的故宫，这回知道了电视剧里为什么会迷路了，还好我够聪明买到了票原来每天八万张票很快就没的[嘻嘻]  北京·故宫  ???,39.913162,116.397163,2017/8/9 20:47,0,3,0,iPhone 6s
5499781,1985759187-M_FgkY5kkp0,1985759187,太庙，王府井，南锣鼓巷，虽然很累，但意犹未尽，有机会再见，首都[微笑]  北京·太庙  ???,39.910782,116.400177,2017/8/9 20:55,6,3,0,iPhone 6s
1941455,1986075813-M_EBTkIa7IW,1986075813,到了北京杂能不吃老北京炸酱面??  北京·前门大栅栏  ???,39.895691,116.391296,2017/3/28 16:16,2,0,0,iPhone 7
1953154,1986075813-M_EBW80fUyk,1986075813,咋办咋办 失眠了  北京·北京京泰龙国际大酒店  ???,39.892078,116.400108,2017/3/28 23:23,0,1,0,iPhone 7
1968633,1986075813-M_EC3jHcL5X,1986075813,一天三顿全自助，我想吐了[惊讶]  北京·北京京泰龙国际大酒店  ???,39.892078,116.400108,2017/3/29 17:41,5,1,1,iPhone 7
1982526,1986075813-M_EC8RB0KcD,1986075813,炒面就油条，煎鸡蛋就煮鸡蛋??  北京·北京京泰龙国际大酒店  ???,39.892078,116.400108,2017/3/30 7:48,0,1,0,iPhone 7
1985090,1986075813-M_EC9M0rPoQ,1986075813,来到了京东的老窝  京东集团总部  ???,39.786045,116.559425,2017/3/30 10:07,0,1,0,iPhone 7
1986968,1986075813-M_ECarJdGBP,1986075813,人家京东太牛了，无人机配送  京东集团总部  ???,39.786045,116.559425,2017/3/30 11:50,0,0,0,iPhone 7
2021131,1986075813-M_ECm453Z2X,1986075813,看到故宫了吗？猜猜这一顿饭花了多少[钱][污]  北京·国贸79西餐厅  ???,40.035599,116.355118,2017/3/31 17:25,5,4,0,iPhone 7
2037021,1986075813-M_ECqU83fdB,1986075813,等升旗[中国]  北京·天安门广场  ???,39.902409,116.391441,2017/4/1 5:44,0,1,0,iPhone 7
2070300,1986075813-M_ECATyhB4v,1986075813,最后一顿啦，赶紧回家吃擀面皮??  北京·北京京泰龙国际大酒店  ???,39.892078,116.400108,2017/4/2 7:10,1,1,0,iPhone 7
7939096,1986130661-M_FsPBaCP2K,1986130661,I am coming。  北京·北京首都国际机场  ???,40.080399,116.5821,2017/10/31 0:57,0,0,0,iPhone 7 Plus
7949494,1986130661-M_FsUtmzpzK,1986130661,#今日贴纸打卡#   北京·天坛  ???,39.88353,116.412819,2017/10/31 13:21,1,0,0,iPhone 7 Plus
7953012,1986130661-M_FsVnVcvlZ,1986130661,我在这  北京·西单大悦城  ???,39.91082,116.37326,2017/10/31 15:41,2,0,0,iPhone 7 Plus
7955292,1986130661-M_FsVWR8w8Y,1986130661,#搞鬼万圣节#   北京·鸟巢(国家体育场)  ???,39.993118,116.396446,2017/10/31 17:07,0,0,0,iPhone 7 Plus
7974666,1986130661-M_Ft0k5ka3V,1986130661,来看升国旗。  北京·国家博物馆  ???,39.905201,116.39975,2017/11/1 4:15,0,0,0,iPhone 7 Plus
7985395,1986130661-M_Ft4cGAEm7,1986130661,一朝进了金銮殿。 #微博摄影大赛#   北京·太和殿  ???,39.91721,116.397011,2017/11/1 14:08,2,1,0,iPhone 7 Plus
8011609,1986130661-M_FtcEuEyTo,1986130661,#今日贴纸打卡#  不到长城非好汉。  北京·万里长城·八达岭  ???,40.356033,116.01387,2017/11/2 11:38,3,1,0,iPhone 7 Plus
8046033,1986130661-M_FtmFFkgck,1986130661,#今日贴纸打卡#   北京·北京颐和园  ???,39.99292,116.272232,2017/11/3 13:09,0,0,0,
8051115,1986130661-M_FtnPEbrp3,1986130661,分享图片  北京·圆明园  ???,40.008186,116.304443,2017/11/3 16:06,0,1,0,
8055476,1986130661-M_FtoLSdkIK,1986130661,#微博摄影大赛#  去看小姐姐咯。  北京·BEJ48星梦剧院  ???,39.927753,116.445534,2017/11/3 18:29,0,0,0,
8087761,1986130661-M_FtxxrpkH8,1986130661,算了，听个相声，回家咯。  北京·德云社相声大会  ???,39.896656,116.393173,2017/11/4 16:49,2,0,0,
5930744,1986357673-M_FiJQF0y0y,1986357673,看得眼花撩乱[小黄人高兴][小黄人高兴][小黄人高兴]  北京·中国科学技术馆  ???,40.012344,116.404938,2017/8/25 15:56,0,0,0,iPhone 6s
5982754,1986357673-M_FiXeH3hGQ,1986357673,等待升旗中......一点也不困，骑单车感受天安门广场夜晚的宁静，还有很多陪伴我们的工作人员，不得不说，帝都的治安真的很好。[good][good][good]  北京·天安门广场  ???,39.902409,116.391441,2017/8/27 2:01,11,1,0,iPhone 6s
5983185,1986357673-M_FiXxs7DN7,1986357673,音乐]五星红旗~~你是我的骄傲~五星红旗~我为你自豪~~~[音乐]为了看你迎风飘扬，我们风雨无阻！  ???  北京·天安门广场  ???,39.902409,116.391441,2017/8/27 2:47,1,1,0,iPhone 6s
5985733,1986357673-M_FiZZ5bzfz,1986357673,可惜没有拍到完整的升旗仪式视频，因为手机拍到快到顶时突然没内存了[泪][泪][泪]还是没经验呀[允悲][允悲][允悲]  北京·莲花池南里  ???,39.888294,116.313927,2017/8/27 9:00,1,0,1,iPhone 6s
8910082,1986484003-M_FxtOc90Vh,1986484003,故宫  北京·故宫博物院(东门)  ???,39.915359,116.402397,2017/11/30 14:40,1,2,0,
8917147,1986484003-M_FxvCGBE18,1986484003,#11月再见#   北京·星巴克（崇文门新世界店）  ???,39.898376,116.418968,2017/11/30 19:17,0,0,0,
8941801,1986484003-M_FxDmF2Icq,1986484003,分享图片  北京·南锣鼓巷步行街  ???,39.93906,116.402992,2017/12/1 15:00,0,1,0,
8945035,1986484003-M_FxEcWiXGz,1986484003,分享图片  北京·水立方(国家游泳中心)  ???,39.993099,116.39032,2017/12/1 17:09,0,0,0,
3523214,1986648687-M_F4LXnhWx2,1986648687,#首都#  你好  北京  ???,39.939308,116.395821,2017/5/25 19:33,9,5,5,iPhone 6 Plus
3526799,1986648687-M_F4MRn3uyo,1986648687,今天走了五万步[笑cry][笑cry]  北京·钟鼓楼文化广场  ???,39.940525,116.389542,2017/5/25 21:51,3,6,8,iPhone 6 Plus
3583853,1986648687-M_F58YlEy3w,1986648687,Sunrise the Great Wall #一带一路# #长城[电影]#  [爱心]?  北京·万里长城·八达岭  ???,40.356033,116.01387,2017/5/28 6:09,2,2,6,iPhone 6 Plus
3584802,1986648687-M_F59JSzt6F,1986648687,清早，独占我的大长城。[星星眼]  北京·万里长城·八达岭  ???,40.356033,116.01387,2017/5/28 8:06,9,6,8,iPhone 6 Plus
5801448,1986903734-M_Fi1lUrFgs,1986903734,今日行程??  北京  ???,39.866268,116.27816,2017/8/20 22:39,0,0,0,iPhone 6s
5819534,1986903734-M_Fi8QmoX6o,1986903734,天安门广场、故宫、北海、贡王府一天下来感觉御花园也没想象中的大[摊手]，横竖几分钟也就走完了，感觉也没江南富商的园林精致[哈欠][哈欠][哈欠]  北京·丰台体育中心  ???,39.874348,116.284103,2017/8/21 17:43,3,6,0,iPhone 6s
5837340,1986903734-M_FifZ8x8NB,1986903734,早起3点多看升旗仪式果断真是人山人海，慈禧的后花园那不是吹的，当年北洋水师的银子也不是白花的[微风][微风][微风]  北京  ???,40.004532,116.264137,2017/8/22 11:54,0,0,0,iPhone 6s
5843202,1986903734-M_FihRsiqFE,1986903734,对圆明园的印象就是，在1860年被英法联军洗劫的它[心]  北京  ???,39.887718,116.310379,2017/8/22 16:41,0,0,0,iPhone 6s
5515008,1987130783-M_FgrCItHtf,1987130783,这么热的天也是难为我了，陪这个熊孩子满北京城跑，我妈说要是惹你们就回来吧，家里凉快，其实我明白我妈是想她大儿子了[失望]  北京·北京市 昌平区  ???,40.112419,116.293732,2017/8/10 13:51,1,2,0,iPhone 7 Plus
5876933,1987130783-M_Fisa79aEE,1987130783,每年都跟大哥来溜达一圈，游客照对哒，等图中大哥录节目中  北京·南农家园  ???,40.210224,116.11821,2017/8/23 18:54,0,3,0,iPhone 7 Plus
6133436,1987130783-M_FjMJaC2DD,1987130783,对西服衬衫皮鞋毫无抵抗力[二哈][二哈][摊手][摊手]，下辈子做个男的好了[good][good][加油][加油]做个身材好的男人，哈哈哈  北京·南口地区  ???,40.214722,116.120789,2017/9/1 13:06,7,5,0,iPhone 7 Plus
3013978,1987223375-M_F1T5G2ujw,1987223375,小憩后 夜游长城  北京·司马台长城  ???,40.660351,117.284599,2017/5/6 20:12,0,0,0,烂烂的iPhone 7 Plus
3023325,1987223375-M_F1UYA9sHu,1987223375,深夜食堂没吃上，吃金鼎轩也是不错的。  北京·金鼎轩(地坛店)  ???,39.951,116.415855,2017/5/7 1:00,0,0,0,烂烂的iPhone 7 Plus
3093059,1987223375-M_F2kVOtqvn,1987223375,家常便饭  北京·中国水科院南小区  ???,39.908783,116.326439,2017/5/9 19:05,0,0,0,烂烂的iPhone 7 Plus
6707812,1987341782-M_FmOCdpiQF,1987341782,哎呀，文盲，来故宫还不租讲解器[允悲][允悲][允悲] 我想出去补拍一张天安门全景了[笑cry]  北京·故宫珍宝馆  ???,39.921604,116.400154,2017/9/21 11:25,7,6,1,iPhone 7
6728024,1987341782-M_FmToroG7s,1987341782,3万多步[允悲][允悲][允悲] 图一“首都的日落”，最满意的一张照片[哈哈][哈哈] 图二是我梦想的小店，哈哈哈…… 图三红石榴汁和爆肚，还吃了也不好吃的炸酱面（反正我出来旅游都是吃不饱的[汗]） 睡了睡了睡了，明天要爬长城去  北京·都市心海岸雅园  ???,39.988869,116.467613,2017/9/21 23:35,0,0,0,iPhone 7
6753421,1987341782-M_Fn1VtD9fE,1987341782,雾霾？没有，天气好到让你惊喜[哈哈][哈哈][哈哈] “秋高气爽”“万里无云”，哈哈哈…… 发现了，月季可能是北京的街花，到处都是，还各种颜色 然后，无论是指示牌还是当地人指路，都说东南西北，说实话，我真分不清分不清分不清[允悲]  北京·奥体中心（商圈）  ???,39.99889,116.392036,2017/9/22 21:18,0,2,0,iPhone 7
6802318,1987341782-M_Fng6MbGcV,1987341782,#北京生活篇# 房东家是三层的复式，装修风格蛮喜欢，就是乱了点，哈哈哈…… 大北京的公交车能开窗，秋天的风嗖嗖的，稍稍有点冷[汗][汗] 能告诉我北大的“售电室”是做什么的吗？学生要买电？？？ 机场轻轨，不错不错不错 买车票或者是充值交通卡，工作人员都会主动给你发票[good][good][good] 走啦， ???? 全文,40.079788,116.598282,2017/9/24 9:24,1,4,0,iPhone 7
7175730,1987656307-M_Fp8Gj4XYk,1987656307,就去了故宫和天安门广场 还有南锣鼓巷和后海 就这样  北京  ???,39.928341,116.302902,2017/10/6 18:11,0,0,0,iPhone 7
7197069,1987656307-M_Fpg7qcZxd,1987656307,鸟巢和水立方  北京·万柳地区  ???,39.978741,116.282738,2017/10/7 13:07,0,1,0,iPhone 7
7201293,1987656307-M_Fphh13fzh,1987656307,分享图片  北京·昆明湖  ???,39.99366,116.272842,2017/10/7 16:03,0,0,0,iPhone 7
6325325,1988372823-M_FkR5Ds0To,1988372823,ACL装配式绿色建筑结构体系检测准备中  北京·中国建筑科学研究院  ???,39.969081,116.411507,2017/9/8 14:02,0,1,2,华为Ascend Mate7
6325509,1988372823-M_FkR98BkVc,1988372823,分享图片  北京·和平里  ???,39.96767,116.41154,2017/9/8 14:11,0,4,0,华为Ascend Mate7
6325685,1988372823-M_FkRctrEhW,1988372823,检测开始  北京·中国建筑科学研究院  ???,39.969081,116.411507,2017/9/8 14:19,0,2,0,华为Ascend Mate7
6325953,1988372823-M_FkRhhk3aG,1988372823,分享图片  北京·和平里  ???,39.96769,116.41126,2017/9/8 14:31,0,0,0,华为Ascend Mate7
5704336,1988784267-M_FhxEl9Dwl,1988784267,竟然没有人可以分享旅途，我一个人要坚强！  北京  ???,39.908821,116.427834,2017/8/17 19:02,0,0,0,iPhone 6s
5715627,1988784267-M_FhBsiDY6C,1988784267,凌晨打卡！  北京·八里桥  ???,39.918171,116.635513,2017/8/18 4:43,0,0,0,iPhone 6s
5724027,1988784267-M_FhF9chIKR,1988784267,#人在囧途# 看完升旗想去吃个地道北京早餐，努力走到了大栅栏附近，还是没忍住店家的招徕，走进了一家“得月楼”的店，然后炸酱面巨难吃；早上骑着摩拜绕着天安门广场转了一大圈，还不让随便停车，被瞎指挥到了国家大剧院；想顺利看看大剧院吧，绕着蛋壳走了大半圈也没找到入口，后来才知道是地下入口； ???? 全文,39.897381,116.413277,2017/8/18 14:07,2,0,0,iPhone 6s
5757495,1988784267-M_FhPxtbAlB,1988784267,终于实现了下吃货的理想---吃在北京。  北京·羲和雅苑烤鸭坊(太古颐堤港店)  ???,39.9706,116.489998,2017/8/19 16:35,0,1,0,iPhone 6s
5780823,1988784267-M_FhWqouL09,1988784267,三天仓促的行程能扛下来，全靠摩拜单车。  北京  ???,39.989262,116.317627,2017/8/20 10:06,0,2,0,iPhone 6s
6938265,1988873281-M_FnUTN88DZ,1988873281,好激动[祈祷]  北京·人民大会堂宴会厅   丹丹0723M的微博视频  ???,39.906601,116.394089,2017/9/28 17:15,0,0,0,iPhone 7 Plus
6941082,1988873281-M_FnVA5EmSL,1988873281,爱你]  北京·人民大会堂宴会厅  ???,39.906601,116.394089,2017/9/28 18:59,2,0,0,iPhone 7 Plus
6971850,1988873281-M_Fo5sZBCSq,1988873281,北京市政协主席[鼓掌][鼓掌][鼓掌]何超琼女士我看到你了[奸笑]   丹丹0723M的秒拍视频  ???  北京·北京国际会议中心   丹丹0723M的秒拍视频  ???,39.989101,116.40229,2017/9/29 20:09,0,0,0,iPhone 7 Plus
6996963,1988873281-M_FodQ6Ea6s,1988873281,陈丽华，吴仪，陈吉宁，蔡奇，贾春旺…全是大咖[憨笑][憨笑][憨笑]  北京·北京饭店金色大厅  ???,39.909355,116.408051,2017/9/30 17:28,0,1,0,iPhone 7 Plus
7003950,1988873281-M_Fofp3bP9B,1988873281,哎呦不错哦[强]  北京·East东方红酒窖  ???,39.905457,116.505127,2017/9/30 21:27,1,0,0,iPhone 7 Plus
7013765,1988873281-M_Fojgk4NgT,1988873281,我的祖国，68岁生日快乐[蛋糕][气球][气球][气球]  北京·北京北辰五洲皇冠国际酒店  ???,39.989914,116.405579,2017/10/1 7:17,1,0,0,iPhone 7 Plus
7014544,1988873281-M_FojyjivT3,1988873281,看似没人，其实早已人山人海…升国旗[中国]奏国歌??  http://t.cn/Ry2UF0k  ???,39.989895,116.401016,2017/10/1 8:01,0,0,0,iPhone 7 Plus
5734323,1988913157-M_FhHK9EeUf,1988913157,自由侠的帝都之旅[笑cry][笑cry][笑cry][笑cry][笑cry][笑cry]  北京  ???,39.883751,116.338837,2017/8/18 20:44,0,0,0,iPhone 6s Plus
5755641,1988913157-M_FhP5k26I9,1988913157,北八楼到北九楼真的超长的！一个是最高峰的烽火台、一个是低到尘埃里的九楼！看到一个个小腿肚的韵律，我只想说，我真的是好汉！  北京·万里长城·八达岭  ???,40.356033,116.01387,2017/8/19 15:25,0,0,0,iPhone 6s Plus
5756718,1988913157-M_FhPlMDsUa,1988913157,#带着微博去旅行# 回落脚点咯！  北京·八达岭国家森林公园红叶岭  ???,40.348339,116.020218,2017/8/19 16:06,0,1,0,iPhone 6s Plus
5782636,1988913157-M_FhWXUDHHt,1988913157,活到老、学到老！  北京·圆明园  ???,40.014671,116.304771,2017/8/20 11:29,0,0,0,iPhone 6s Plus
5815303,1988913157-M_Fi7tOnAN4,1988913157,拜拜啦，您嘞！  北京·首都机场T2航站楼  ???,40.079681,116.593353,2017/8/21 14:15,0,0,0,iPhone 6s Plus
5617444,1989023981-M_Fh1THgsTw,1989023981,终于北京… 为了我错过的五月香港，八月的北京你好[小黄人高兴]  北京  ???,39.86158,116.43013,2017/8/14 10:12,3,1,0,iPhone 6
5682233,1989023981-M_Fhp66tOzW,1989023981,故宫?? The Shine of History  北京·故宫  ???,39.913162,116.397163,2017/8/16 21:16,2,4,0,iPhone 6
5682285,1989023981-M_Fhp6S4Z4L,1989023981,别人在故宫修文物，我在故宫看彩虹 要有多幸运在故宫看见double rainbow，许了个关于你的小心愿??  北京·故宫  ???,39.913162,116.397163,2017/8/16 21:18,0,0,0,iPhone 6
5708929,1989023981-M_FhyJ8u2yk,1989023981,我和六六假装清华[脚印]  北京·清华大学本部  ???,39.999229,116.326614,2017/8/17 21:47,0,0,0,iPhone 6
5728939,1989023981-M_FhGqPlKvH,1989023981,喜欢了七年的人，我来看你了?? #五月天人生无限公司#   北京·鸟巢(国家体育场)  ???,39.993118,116.396446,2017/8/18 17:23,2,2,0,iPhone 6
8746061,1989143953-M_FwIAJ5f6K,1989143953,终于吃到心心念念的河豚肉啦????  北京·河豚先生（金融街购物中心店）  ???,39.917507,116.359337,2017/11/25 14:28,0,0,0,
8754207,1989143953-M_FwKi1FbVX,1989143953,你要晃荡过多少个城市 才愿意为一个停留 你要品尝过多少咖啡和酒 才会开始爱上白开水的味道  北京·北京航空航天大学本部  ???,39.981941,116.349304,2017/11/25 18:47,0,0,0,
8770747,1989143953-M_FwNiOhoBk,1989143953,银杏满地·未名湖畔??  北京·北京大学未名湖畔  ???,39.98896,116.304329,2017/11/26 2:27,3,2,0,
8770985,1989143953-M_FwNAsbsom,1989143953,#局气#  皇城脚下有什么接地气的菜式呢？众里寻她、外加深夜排队等号终于吃上了地道的北京味！（：“局气烤鸭”发挥正常鸭皮酥香、“局气腊肉炒饭”上菜时的火烧得煤炭似的特别亮眼架势十足、“小吊梨汤”特色的小小保温壶里全是一肚子暖胃的滋补梨汁、“局气豆腐”燕子款式酸甜的酱汁不知道怎么调得脱 ???? 全文,39.912449,116.380211,2017/11/26 3:11,0,0,0,
8779297,1989143953-M_FwR8ZtMn5,1989143953,#护国寺小吃#  除了大饼面条之外，原来北京也有特色早餐店的，真是刷新记忆。紫薯泥馅的“炸糕”，外酥内甜，趁热吃还不错；“羊杂汤”小碗也有很多货，有点膻味，大冬天吃就是暖；“羊肉串”电烤的，羊肉扎实孜然味足，就是要现烤得等很久。这家店有汤有水，相对于大北京干燥的天气、充足的日照来说， ???? 全文,39.918919,116.373405,2017/11/26 12:14,21,10,0,
8788024,1989143953-M_FwT17bCEp,1989143953,正在进行中的3D打印技术??  北京·北京展览馆   伶小白的秒拍视频  ???,39.94014,116.344223,2017/11/26 17:00,0,0,0,
8792204,1989143953-M_FwTP4e0Fr,1989143953,#姚记炒肝#  “炒肝”的味道有点像河南的胡辣汤，黄色浓稠的汤汁，油炸过的蒜粒和肥肠、猪肝煮在一起，喝起来暖呼呼的；炒肝店最好吃的不是“炒肝”，是“卤煮火烧”，火烧和炖过的猪肠、猪肺、炸豆腐、面团、蒜汁、香菜煮在一起，肥肠嫩脆透而不黏、肉烂不糟，汤也很好喝；“豆汁”，一股子酸臭味！我 ???? 全文,39.940868,116.396797,2017/11/26 19:03,0,2,0,
8799996,1989143953-M_FwV1o8Ov8,1989143953,#炙子烤肉#  终于吃上正餐了??  北京·炙子革命老北京炙子烤肉(鼓楼店)  ???,39.942558,116.394463,2017/11/26 22:07,0,1,0,
