fid,content,clearcontent,lei
1165,PRADA打折季开始，有需要加我微信18710144711  北京·PRADA国贸店  ???,PRADA打折季开始，有需要加我微信18710144711    ,0
545,"Professor Li Tianyuan, a well-known artist and professor at Tsinghua University's School of Fine Arts, had a pleasant exchange with artist Ding Qiufa at PBL. 著名艺术家、清华大学美术學院教授李天元老师与艺术家丁秋发在PBL画伯乐艺术中心愉快交流. @李天元-艺术   @清华大学美术学院   ???? 全文","Professor Li Tianyuan, a well-known artist and professor at Tsinghua University's School of Fine Arts, had a pleasant exchange with artist Ding Qiufa at PBL. 著名艺术家、清华大学美术學院教授李天元老师与艺术家丁秋发在PBL画伯乐艺术中心愉快交流.         ? 全文",0
4350,Profoto热靴闪光灯A1来咯，关注我们更多现场报道吧，给你的摄影加点料。 #Profoto A1# #TheWorldIsMyStudio# #世界是我的影棚# @Profoto保富图   北京·The Georg by Georg Jensen Hus  ???,Profoto热靴闪光灯A1来咯，关注我们更多现场报道吧，给你的摄影加点料。            Georg by Georg Jensen Hus  ,0
4949,Profoto热靴闪光灯A1来咯，关注我们更多现场报道吧，给你的摄影加点料。 #Profoto A1# #TheWorldIsMyStudio# #世界是我的影棚# @Profoto保富图   北京·The Georg by Georg Jensen Hus  ???,Profoto热靴闪光灯A1来咯，关注我们更多现场报道吧，给你的摄影加点料。            Georg by Georg Jensen Hus  ,0
5628,Put u hands up!  _Qicici的微博视频  ???,Put u hands up!    ,0
1490,Qinaidebeijingzaijjan!  北京·景山公园  ???,Qinaidebeijingzaijjan!    ,0
4561,r  北京·红莲南里  ???,r    ,0
7621,Recently  北京  ???,Recently  北京  ,0
6511,Remax 黄金数据线 i5/6s手机充电线 双面usb数据线   北京·中央电视台电视文化中心  ???,Remax 黄金数据线 i5/6s手机充电线 双面usb数据线     ,0
3412,Respect to my Hiphop mentor mc 光光 aka 低调王卖保险的小郑肃然起敬稍息立正 @MC光光aka低调王   北京·疆进酒.OMNI SPACE   师老蔫儿的秒拍视频  ???,Respect to my Hiphop mentor mc 光光 aka 低调王卖保险的小郑肃然起敬稍息立正     .OMNI SPACE    ,0
6415,Right  北京·北新桥  ???,Right    ,0
7641,RNG虽然输了，但我只想说一句:lpl最棒！rng最棒！同时也为明天we的比赛加油！we必胜！  北京·望京街区  ???,RNG虽然输了，但我只想说一句:lpl最棒！rng最棒！同时也为明天we的比赛加油！we必胜！    ,0
7668,Rocking and rolling in Beijing!!!  北京·朝阳门  ???,Rocking and rolling in Beijing!!!    ,0
2206,Say goodbye #I love beijing# [心]  北京  ???,Say goodbye      北京  ,0
10058,sb 似的 跟 ， 快好吧7哥 没图 可配  北京  ???,sb 似的 跟 ， 快好吧7哥 没图 可配  北京  ,0
5914,sb，气死我了[跪了][跪了]，我服  北京·亦庄  ???,sb，气死我了  ，我服    ,0
1010,She got me going down  北京·云酷 Atmosphere Bar  ???,She got me going down   Atmosphere Bar  ,0
9497,-???SHOYO轻氧2017-2018年度???- 璀璨荣誉颁奖盛典暨万人巨星跨年演唱会           [摩天轮]璀璨于行       [彩虹]叱咤于心 ??澳门 威尼斯人开启奢华五星级至尊体验??  北京·和平门  ???,-SHOYO轻氧2017-2018年度- 璀璨荣誉颁奖盛典暨万人巨星跨年演唱会            璀璨于行        叱咤于心 ??澳门 威尼斯人开启奢华五星级至尊体验??    ,0
6190,simultaneous interpretation is  ready[蓝心]  北京·北京大学附属中学  ???,simultaneous interpretation is  ready     ,0
3758,SK8刚拿到版拍照。380[钱] 男女鞋都有：35-36-36.5-37-38-38.5-39-40-40.5-41-42-42.5-43-44-44.5码。比正常运动鞋偏大半码，如运动鞋穿37，脚正常的话买36.5即可。  北京·牡丹园  ???,SK8刚拿到版拍照。380  男女鞋都有：35-36-36.5-37-38-38.5-39-40-40.5-41-42-42.5-43-44-44.5码。比正常运动鞋偏大半码，如运动鞋穿37，脚正常的话买36.5即可。    ,0
4275,SLP 2017春夏新款手工钉珠星星[星星]圆领短袖 重工艺 前后大大小小将近三百颗珠子手工缝制 男女同款 SMLXL四个码  北京·北七家  ???,SLP 2017春夏新款手工钉珠星星 圆领短袖 重工艺 前后大大小小将近三百颗珠子手工缝制 男女同款 SMLXL四个码    ,0
6110,so beautiful  北京·亦庄  ???,so beautiful    ,0
6606,So good！  北京·崇文门  ???,So good！    ,0
9543,So good！  北京·崇文门  ???,So good！    ,0
9451,So goodbye.Don't cry and smile.  北京·北京交通大学西校区  ???,So goodbye.Don't cry and smile.    ,0
1083,So goooood thx [寿司]  @stranger????   北京·颐和安缦酒店中餐厅 Aman Summer Palace  ???,So goooood thx     ?    Aman Summer Palace  ,0
7302,Spider-Man???  北京·成都一家人火锅(三里屯店)  ???,Spider-Man  (三里屯店)  ,0
4342,Spoiler [哼]  北京·奥林匹克公园中心区  ???,Spoiler      ,0
3053,stupid liar  北京·旧宫镇工业区(南区)  ???,stupid liar  (南区)  ,0
1208,SU DESIGN 縤 私人定制体验店正式入驻太阳宫凯德MALL  北京·太阳宫（商圈）  ???,SU DESIGN 縤 私人定制体验店正式入驻太阳宫凯德MALL  （商圈）  ,0
8771,summer night ???  北京  ???,summer night   北京  ,0
522,Sunday out with little maya。今日天气：晴朗[太阳]?，带着麦芽糖晒太阳 #萌娃# #小麦芽糖# #我的可爱宝贝#   @FASHION发现   @星巴克Starbucks   北京  ???,Sunday out with little maya。今日天气：晴朗 ?，带着麦芽糖晒太阳                 北京  ,0
2633,Surina国际舞蹈培训中心欢迎你！[可爱][可爱][可爱][可爱] @昆明贝丽逖斯肚皮舞培训网   @上海索菲娅肚皮舞教练培训   @苏日娜东方舞肚皮舞   @领舞者国际肚皮舞教练培训中心   @领舞者国际肚皮舞教练培训中心   @黑龙江昕彤瑜伽肚皮舞培训机构   @河南首席肚皮舞培训-艾尚肚皮舞   @浙江肚皮舞培训学院_409   ???? 全文,Surina国际舞蹈培训中心欢迎你！                                     ? 全文,0
3067,swimming 1KM  北京·北京泰山饭店  ???,swimming 1KM    ,0
8956,Tea  time  北京·王府井  ???,Tea  time    ,0
7836,Thank you! Lisa[美国][心][强]??  北京·北京外国语大学  ???,Thank you! Lisa   ??    ,0
8640,Thanks Boss!!!  @Avenue_and_Son  [emoji]??[emoji]??[emoji]??  北京·魏善庄镇  ???,Thanks Boss!!!      ?? ?? ??    ,0
9417,Thanks jacky #吴京# #4DX#   北京·荧屏里   秒拍视频  ???,Thanks jacky           ,0
1275,The cask savors of the first fill. 幼年影响最难消。  北京·中国人民大学  ???,The cask savors of the first fill. 幼年影响最难消。    ,0
8514,The cask savors of the first fill. 幼年影响最难消。  北京·中国人民大学  ???,The cask savors of the first fill. 幼年影响最难消。    ,0
10143,The cask savors of the first fill. 幼年影响最难消。  北京·中国人民大学  ???,The cask savors of the first fill. 幼年影响最难消。    ,0
6741,The first day. 想要看到世界改变，就先改变自己。依然停留在第一天[眼泪]  北京·东升地区   遇见简单的幸福的秒拍视频  ???,The first day. 想要看到世界改变，就先改变自己。依然停留在第一天       ,0
5964,the first place [兔子]  北京  ???,the first place    北京  ,0
3426,The Floating  北京·沿海赛洛城  ???,The Floating    ,0
9127,The Great Wall [奥特曼]  北京·八达岭  ???,The Great Wall      ,2
8861,the Great Wall Winter is Coming  北京·万里长城·八达岭  ???,the Great Wall Winter is Coming  ·八达岭  ,2
8646,The ideal of life is to live for ideals. 生活的理想，就是为了理想的生活。晚安！[心] ???  北京·中友百货  ???,The ideal of life is to live for ideals. 生活的理想，就是为了理想的生活。晚安！      ,0
4714,The last day of feeling like working at Hebei is fiiiiiiiiiiiinally coming[大便][大便][大便]  北京·复兴门  ???,The last day of feeling like working at Hebei is fiiiiiiiiiiiinally coming       ,0
5531,the next day “小乐多，你别生气啦，我们一起玩吧” “菩提哥哥，我们还是好朋友”[约会]??  北京·新里西斯莱公馆  ???,the next day “小乐多，你别生气啦，我们一起玩吧” “菩提哥哥，我们还是好朋友” ??    ,0
10002,The One  北京·后沙峪（商圈）  ???,The One  （商圈）  ,0
7036,The second time to wear so officially.For 校学生会礼仪培训  北京·南环里  ???,The second time to wear so officially.For 校学生会礼仪培训    ,0
4789,The Three Day  ----  旅行第二天 动物园  海洋馆（走了一小天没逛完） 感谢我酷酷的哥和美美的嫂子[爱心] 辛苦你们不上班陪我[爱心] 开心又疲惫的第三天[爱心]  北京  ???,The Three Day  ----  旅行第二天 动物园  海洋馆（走了一小天没逛完） 感谢我酷酷的哥和美美的嫂子  辛苦你们不上班陪我  开心又疲惫的第三天   北京  ,2
6766,THIS IS TIFFANY  北京·凤凰国际传媒中心  ???,THIS IS TIFFANY    ,0
7301,This is what you come for  北京·中央财经大学(沙河校区)  ???,This is what you come for  (沙河校区)  ,0
867,"This winter, no surprise, no temperature, no relationship. ? ????[红桃]? #扑通扑通少女心#   北京·马驹桥  ???","This winter, no surprise, no temperature, no relationship. ? ? ?       ",0
564,Thursday + Friday ＝ HELL！！！  北京·北京科技大学本部  ???,Thursday + Friday ＝ HELL！！！    ,0
9855,"tired and enough, the last time, I promise  北京·北京会议中心  ???","tired and enough, the last time, I promise    ",0
9363,To：忙碌的大师姐---第六封信 emmm今天还是很开心的，毕竟快要到元旦和圣诞节了，据同学说我们可能会放下，真的是很happy[蓝心]然后还有就是大哥的《解忧杂货店》在29号就可以看了，开森[蓝心][蓝心][蓝心]而且我们的节目快要录了师姐，圣诞快乐??(?ω`)??[圣诞树][圣诞树][圣诞树]Merry Christmas!! @KW施洁   ???? 全文,To：忙碌的大师姐---第六封信 emmm今天还是很开心的，毕竟快要到元旦和圣诞节了，据同学说我们可能会放下，真的是很happy 然后还有就是大哥的《解忧杂货店》在29号就可以看了，开森   而且我们的节目快要录了师姐，圣诞快乐??(?ω`)??   Merry Christmas!!     ? 全文,0
2889,Today we live in jazz.  北京·东岸爵士吧  ???,Today we live in jazz.    ,0
3496,today 南锣鼓巷[左]?后海[左]?动物园[左]?西单 今早骑单车从灵境胡同到南锣鼓巷的时候微风正好，我是万万想不到下午会热到扭曲的[二哈] 心疼从长春穿着大衣来的我[眼泪]  北京·后达里  ???,today 南锣鼓巷 ?后海 ?动物园 ?西单 今早骑单车从灵境胡同到南锣鼓巷的时候微风正好，我是万万想不到下午会热到扭曲的  心疼从长春穿着大衣来的我     ,0
1496,Today～超级超级无聊的[摊手]  http://t.cn/RKiWVL9  ???,Today～超级超级无聊的      ,0
2558,TODDY??  北京·天之骄子  ???,TODDY??    ,0
5920,TRAVEL VLOG|DAY3 Part3 Me and my xiaojiejies.  北京·都市馨园  ???,TRAVEL VLOG|DAY3 Part3 Me and my xiaojiejies.    ,0
1458,TYM[r]新品活氧肌底液到货啦????满满的一堆小安瓶，好可爱[害羞]新品首发，限时400元做一级代理 开启你的美丽财富事业，欢迎合作??  北京·四季青镇  ???,TYM 新品活氧肌底液到货啦?满满的一堆小安瓶，好可爱 新品首发，限时400元做一级代理 开启你的美丽财富事业，欢迎合作??    ,0
5672,v 个  http://t.cn/ROulybu  ???,v 个     ,0
2434,V:15811058848[钱]100  北京·十八里店地区   A陈俊各的秒拍视频  ???,V:15811058848 100      ,0
42,vans sample标 38 鞋型经典  北京·房山区  ???,vans sample标 38 鞋型经典    ,0
435,VERY FIRST DAY  WITHOUT MAKEUP[看看]  北京·工体（商圈）  ???,VERY FIRST DAY  WITHOUT MAKEUP   （商圈）  ,0
5937,vintage art ....  北京·太阳宫（商圈）  ???,vintage art ....  （商圈）  ,0
7188,vlad越来越会自黑了怎么办[笑cry][笑cry][笑cry]  北京·对外经济贸易大学  ???,vlad越来越会自黑了怎么办       ,0
6373,Void Moon ?   北京·M  WOODS 木木美术馆  ???,Void Moon ?   北京·M  WOODS 木木美术馆  ,0
1664,w beijing的欢迎晚宴 慕田峪长城  北京·长安街W酒店  ???,w beijing的欢迎晚宴 慕田峪长城    ,0
2363,w beijing的欢迎晚宴 慕田峪长城  北京·长安街W酒店  ???,w beijing的欢迎晚宴 慕田峪长城    ,0
537,W 摩登练习服设计定制，你说要求，我来实现[哈哈][哈哈]  北京·长阳半岛(南区)  ???,W 摩登练习服设计定制，你说要求，我来实现    (南区)  ,0
5763,waiting someone new  北京·周庄嘉园  ???,waiting someone new    ,0
403,Westlife - To Be With You 真的很好听，推荐给你们！（来自  @酷狗音乐  海量曲库，极致音质） http://t.cn/RKNAa7q   北京·安徒生花园  ???,Westlife - To Be With You 真的很好听，推荐给你们！（来自     海量曲库，极致音质）       ,0
4383,What can really beat you down is your attitude.  北京  ???,What can really beat you down is your attitude.  北京  ,0
2433,"When firstly appreciating the fascinating moon ,i devoted all my heart to its beauty ,the luminous golden planet, truly felt by my eyes, could never be expressed with any words  北京·昌平镇  ???","When firstly appreciating the fascinating moon ,i devoted all my heart to its beauty ,the luminous golden planet, truly felt by my eyes, could never be expressed with any words    ",0
8154,"When in doubt, just take the next small step. ~~~坚持不下去的时候，再坚持一会儿。 ???  北京·大运村公寓  ???","When in doubt, just take the next small step. ~~~坚持不下去的时候，再坚持一会儿。     ",0
6890,why always me？哈哈哈  北京·清河  ???,why always me？哈哈哈    ,0
1863,"windowshopping,看了好多帅哥啊[色][色][色][色][色]  北京·后海3098酒吧  ???","windowshopping,看了好多帅哥啊         ",0
2806,Winter Is Coming  北京·环铁艺术城  ???,Winter Is Coming    ,0
8735,with  @Summer_小小晓晓小小晓    @-魔法馨·Fiona-    么么哒[爱你]  北京·金盏乡  ???,with        ·Fiona-    么么哒     ,0
8898,work  北京·双井  ???,work    ,0
2702,Work Work Work 喜剧总动员ll  北京  ???,Work Work Work 喜剧总动员ll  北京  ,0
7470,Workshop Class Work.[加油][加油]  http://t.cn/RYsxiKq  ???,Workshop Class Work.       ,0
7387,wtf！ 网易云音乐里面韩国歌都不能听了？！！ Are you kidding me！  北京·清华大学本部  ???,wtf！ 网易云音乐里面韩国歌都不能听了？！！ Are you kidding me！    ,0
8400,Wuli  @蔡照CAY-Z   @陈秋实_Chambers  的歌  没规矩先生  太好听了，我要用尽洪荒之力为TA在 #音乐人先锋榜# 上打榜！3  北京·东三里屯中  ???,Wuli         的歌  没规矩先生  太好听了，我要用尽洪荒之力为TA在   上打榜！3    ,0
4222,Wuli  @蔡照CAY-Z   @陈秋实_Chambers  的歌  没规矩先生  太好听了，我要用尽洪荒之力为TA在 #音乐人先锋榜# 上打榜！6  北京·团结湖（商圈）  ???,Wuli         的歌  没规矩先生  太好听了，我要用尽洪荒之力为TA在   上打榜！6  （商圈）  ,0
7631,Wuli  @胡彦斌  的歌  HELLO-胡彦斌  太好听了，我要用尽洪荒之力为TA在 #音乐人先锋榜# 上打榜！2  北京·沙河  ???,Wuli     的歌  HELLO-胡彦斌  太好听了，我要用尽洪荒之力为TA在   上打榜！2    ,0
7300,Wuli  @胡彦斌  的歌  HELLO-胡彦斌  太好听了，我要用尽洪荒之力为TA在 #音乐人先锋榜# 上打榜！7  北京·沙河  ???,Wuli     的歌  HELLO-胡彦斌  太好听了，我要用尽洪荒之力为TA在   上打榜！7    ,0
5037,Wuli  @胡彦斌  的歌  让我一次爱个够-胡彦斌  太好听了，我要用尽洪荒之力为TA在 #音乐人先锋榜# 上打榜！11  北京·沙河  ???,Wuli     的歌  让我一次爱个够-胡彦斌  太好听了，我要用尽洪荒之力为TA在   上打榜！11    ,0
8200,Wuli  @红花会_BrAnTB小白  的歌  万人迷-红花会_BrAnTB小白  太好听了，我要用尽洪荒之力为TA在 #音乐人先锋榜# 上打榜！ #红花会BrAnTB小白#  万人迷9  北京·亦庄  ???,Wuli     的歌  万人迷-红花会_BrAnTB小白  太好听了，我要用尽洪荒之力为TA在   上打榜！    万人迷9    ,0
4399,Wuli  @薛之谦  的歌  王子公主 (Live)-薛之谦  太好听了，我要用尽洪荒之力为TA在 #音乐人先锋榜# 上打榜！  北京·北京大学体育馆  ???,Wuli     的歌  王子公主 (Live)-薛之谦  太好听了，我要用尽洪荒之力为TA在   上打榜！    ,0
9015,Wuli  @薛之谦  的歌  遗憾-薛之谦  太好听了，我要用尽洪荒之力为TA在 #音乐人先锋榜# 上打榜！  北京·马池口地区  ???,Wuli     的歌  遗憾-薛之谦  太好听了，我要用尽洪荒之力为TA在   上打榜！    ,0
5230,Wuli  @徐佳瑩  的歌  因爱闪光  太好听了，我要用尽洪荒之力为TA在 #音乐人先锋榜# 上打榜！  北京·华富丽苑  ???,Wuli     的歌  因爱闪光  太好听了，我要用尽洪荒之力为TA在   上打榜！    ,0
3736,Wuli 毛不易 的歌  感觉自己是巨星 (《卧底巨星》电影推广曲)  太好听了，我要用尽洪荒之力为TA在 #音乐人先锋榜# 上打榜！  北京·中建大厦  ???,Wuli 毛不易 的歌  感觉自己是巨星 (《卧底巨星》电影推广曲)  太好听了，我要用尽洪荒之力为TA在   上打榜！    ,0
6436,yeah，喂完奶又睡不着了[NO]  北京  ???,yeah，喂完奶又睡不着了   北京  ,0
816,Yes！You Win[祈祷][閉嘴]  北京·小汤山（商圈）  ???,Yes！You Win    （商圈）  ,0
3712,yes.  北京·佳和宜园  ???,yes.    ,0
4199,Yesterday?????♀?  北京·大粉的店big pink  ???,Yesterday??♀?   pink  ,0
8939,you are the best  北京·望京soho  ???,you are the best    ,0
7928,you love.my heart  北京  ???,you love.my heart  北京  ,0
6447,You must choose your own path ? 你必須選擇你自己的路  北京·建国门外大街  ???,You must choose your own path ? 你必須選擇你自己的路    ,0
5408,Your English name is Aha  北京·华威北里  ???,Your English name is Aha    ,0
1781,yummy！[馋嘴][馋嘴][馋嘴]  北京·速度披萨(apm王府井店)  ???,yummy！     (apm王府井店)  ,0
7542,Zoo[二哈]  北京·右安门  ???,Zoo     ,0
9508,пюльпаны [污]  北京·日坛上街  ???,пюльпаны      ,0
457,いつまでも夢見る少女じやいられないね、私たち。我们不能一直当做梦的少女。看个日语书也这么扎心[二哈]  北京·北京外国语大学  ???,いつまでも夢見る少女じやいられないね、私たち。我们不能一直当做梦的少女。看个日语书也这么扎心     ,0
6649,阿！生活呀，我吃的好饱呀。阿！生活呀，我好无聊呀。阿！生活呀，我想花钱却没有人民币呀[允悲][允悲][允悲]  北京·城南嘉园益城园  ???,阿！生活呀，我吃的好饱呀。阿！生活呀，我好无聊呀。阿！生活呀，我想花钱却没有人民币呀       ,0
6102,阿迪达斯《Adidas x KlTH Ultra Boost Mid 联名限量板 针织彩虹七彩 BY2592 》2017官方最新上市爆款  天猫专供货原 真标可扫描码数 40～44市场独家一手现货  北京·朝阳区  ???,阿迪达斯《Adidas x KlTH Ultra Boost Mid 联名限量板 针织彩虹七彩 BY2592 》2017官方最新上市爆款  天猫专供货原 真标可扫描码数 40～44市场独家一手现货    ,0
521,阿尔法战警电动遥控智能机器人 唱歌跳舞英语故事学习玩具年货礼品   http://t.cn/RxBe1jJ   北京·东升园公寓  ???,阿尔法战警电动遥控智能机器人 唱歌跳舞英语故事学习玩具年货礼品         ,0
3928,阿森纳3:1纽卡斯尔，跟不跟？上比分吧，我将从猜对比分的人中挑三个人，送三本好书，别担心，别人的书。[嘻嘻]  北京·远洋沁山水  ???,阿森纳3:1纽卡斯尔，跟不跟？上比分吧，我将从猜对比分的人中挑三个人，送三本好书，别担心，别人的书。     ,0
2043,啊！有人给我点赞吗？  北京·第三区   最AI媛宝的秒拍视频  ???,啊！有人给我点赞吗？      ,0
9122,啊，原来国产椰子里没有铁噢。[允悲][允悲][允悲]  北京·青龙桥街区  ???,啊，原来国产椰子里没有铁噢。       ,0
2567,啊～啊～五环  北京  ???,啊～啊～五环  北京  ,0
8617,啊~五环  北京·林业大学  ???,啊~五环    ,0
2733,啊啊啊，脚肿了。。。。。。。。  北京·昌平镇  ???,啊啊啊，脚肿了。。。。。。。。    ,0
4201,啊啊啊啊昨天发了录的你们唱歌的视频，没想到会被网友告知小哥哥的微博~吼开森！！！ @崔乙幕   求问，p1小姐姐的微博~[太开心][太开心]  北京·十里河  ???,啊啊啊啊昨天发了录的你们唱歌的视频，没想到会被网友告知小哥哥的微博~吼开森！！！     求问，p1小姐姐的微博~      ,0
4583,啊哈哈哈哈哈张二狗  北京·新世界  ???,啊哈哈哈哈哈张二狗    ,0
5293,啊山海关大樱桃[思考]  北京·嘉捷科技园  ???,啊山海关大樱桃     ,0
1085,哎 真愁！对于年底了工资不能发全 发个底薪还没有还信用卡的多！这件事你们怎么看？怎么跟老板说？  北京·佳运园  ???,哎 真愁！对于年底了工资不能发全 发个底薪还没有还信用卡的多！这件事你们怎么看？怎么跟老板说？    ,0
5045,哎， 想回回，不会拉到 只给懂的人看  北京·台湖镇  ???,哎， 想回回，不会拉到 只给懂的人看    ,0
6020,哎，我这算数能力也是醉了，日期算错了！ 5月1日   天气：晴 工作：请假 阿弥陀佛 早上送别了小崔我们三个的终点站“雍和宫”。 烧香拜佛，祈祷祈祷。 老猫是一个虔诚的信教徒！他们家里人基本上都信奉佛教！ 我家呢就是一普通家庭！没有信仰，没有崇拜。 但是古寺对于我来说还是让我出奇的敬畏。不 ???? 全文,哎，我这算数能力也是醉了，日期算错了！ 5月1日   天气：晴 工作：请假 阿弥陀佛 早上送别了小崔我们三个的终点站“雍和宫”。 烧香拜佛，祈祷祈祷。 老猫是一个虔诚的信教徒！他们家里人基本上都信奉佛教！ 我家呢就是一普通家庭！没有信仰，没有崇拜。 但是古寺对于我来说还是让我出奇的敬畏。不 ? 全文,0
6063,哎，怎么也改不了的急性子，还总是操不完的心[伤心]  北京·百子湾  ???,哎，怎么也改不了的急性子，还总是操不完的心     ,0
7399,哎。会有点失落，不过看见你好就行。  北京  ???,哎。会有点失落，不过看见你好就行。  北京  ,0
7413,哎呀，哎呀！！！我剪头发了！一身轻松！！！洗发液都省很多，梳头发也省事了！头发大概剪短了15cm左右~以前是长发，现在中长度吧！ 颜值不高，也不会拍照，凑合看看吧…  北京·四联美发王府井店  ???,哎呀，哎呀！！！我剪头发了！一身轻松！！！洗发液都省很多，梳头发也省事了！头发大概剪短了15cm左右~以前是长发，现在中长度吧！ 颜值不高，也不会拍照，凑合看看吧…    ,0
4850,哎呀～我这么快就回去了～一切都像做梦一样～北京的天蓝的好看～人也没有想象的那么多～天气不冷不热～自行车骑过长安路的感觉特爽～后海的风特别舒服～奥林匹克公园的广场阳光温暖明媚～天坛公园的空气清新的如同天然氧吧～最最要提出感谢的是沁哥热情的款待，不论是全聚德烤鸭还是亲手下厨都看得出满 ???? 全文,哎呀～我这么快就回去了～一切都像做梦一样～北京的天蓝的好看～人也没有想象的那么多～天气不冷不热～自行车骑过长安路的感觉特爽～后海的风特别舒服～奥林匹克公园的广场阳光温暖明媚～天坛公园的空气清新的如同天然氧吧～最最要提出感谢的是沁哥热情的款待，不论是全聚德烤鸭还是亲手下厨都看得出满 ? 全文,2
8279,哎呀妈呀，原来之前我也是个文艺青年[鼓掌][鼓掌]  北京·朝阳区  ???,哎呀妈呀，原来之前我也是个文艺青年      ,0
8190,哎呀胃难受  北京·长阳镇  ???,哎呀胃难受    ,0
1446,哎呀我，烧了三月了  北京·海军总医院  ???,哎呀我，烧了三月了    ,0
5921,哎呦喂 不错 微博之夜～ #微博之夜# #2016微博之夜#   北京·北京奥林匹克公园   秒拍视频  . ???,哎呦喂 不错 微博之夜～           ,0
9169,哎呦我去    刚刚还困呢，手机pia一下呼脸上了，立马精神了哎！  北京·秀园  ???,哎呦我去    刚刚还困呢，手机pia一下呼脸上了，立马精神了哎！    ,0
9113,哀家的寝宫到了，哀家想进去休息[笑cry][笑cry]  北京·故宫御花园  ???,哀家的寝宫到了，哀家想进去休息      ,2
635,唉，这剧看的真虐心，从开始烦小红到最后为小红惋惜，赵英男这么优秀的人也就真的只能存在荧屏上了，小白结局算四人中最好的了，演技担当影帝级别的张一山真的演的好，并不是渣，看的有点难受，好几个人都问我一大老爷们怎么还看这种剧，其实以前总看喜剧，现在爱看悲剧，可能是因为更想去珍惜身边的人 ???? 全文,唉，这剧看的真虐心，从开始烦小红到最后为小红惋惜，赵英男这么优秀的人也就真的只能存在荧屏上了，小白结局算四人中最好的了，演技担当影帝级别的张一山真的演的好，并不是渣，看的有点难受，好几个人都问我一大老爷们怎么还看这种剧，其实以前总看喜剧，现在爱看悲剧，可能是因为更想去珍惜身边的人 ? 全文,0
3574,唉╯﹏╰  北京·和平街东里  ???,唉╯﹏╰    ,0
6209,艾寒熙植物精油[绿叶] 优质原料 来源自然 先天无法改变 但我们可以靠后天的努力改变 拥有美丽人生  北京  ???,艾寒熙植物精油  优质原料 来源自然 先天无法改变 但我们可以靠后天的努力改变 拥有美丽人生  北京  ,0
621,艾灸10天，胜过吃药一年 香身艾宝[绿叶]经济实惠，便捷 家有三年艾，医生不用来[张嘴] ！香身艾宝全国招代理，有意向的随时加我微信：13651064331  北京·十八里店地区  ???,艾灸10天，胜过吃药一年 香身艾宝 经济实惠，便捷 家有三年艾，医生不用来  ！香身艾宝全国招代理，有意向的随时加我微信：13651064331    ,0
4676,爱爱爱爱爱爱[心][心][心][心][心]  北京·清河  ???,爱爱爱爱爱爱         ,0
8053,爱不爱都可以 我怎样都依你 我宁愿留在你方圆几里 我的心要不回就送你 因为我爱你 和你没关系 方圆几里 (Live)   北京·Laker's(外经贸店)  ???,爱不爱都可以 我怎样都依你 我宁愿留在你方圆几里 我的心要不回就送你 因为我爱你 和你没关系 方圆几里 (Live)   's(外经贸店)  ,0
1473,爱不释手……13年的友谊 爱不释手……2只小火鸡【火烈鸟】  北京·天通苑西二区  ???,爱不释手……13年的友谊 爱不释手……2只小火鸡     ,0
1319,爱吃[草莓] [蛋糕]  北京·密云鼓楼东区  ???,爱吃       ,0
8992,爱吃[草莓] [蛋糕]  北京·密云鼓楼东区  ???,爱吃       ,0
1413,爱的种子 @手机QQ浏览器   http://t.cn/R9rUy8H   http://t.cn/z8pOS8h  ???,爱的种子            ,0
8794,爱妃，这便是朕打下的江山...  北京·左家庄小区   i石头sTone的秒拍视频  ???,爱妃，这便是朕打下的江山...      ,0
613,爱国之心爆棚  北京·中国国家博物馆  ???,爱国之心爆棚    ,0
4674,爱猫的耿先生与刘女士 [猫咪][爱心]?[猫咪]  @然褲褲   北京·猫小院之猫镇(南锣店)  ???,爱猫的耿先生与刘女士   ?       (南锣店)  ,0
1162,爱你]  北京·古城  ???,爱你]    ,0
3723,爱你][爱你][爱你][爱你][爱你] ???,爱你]     ,0
3534,爱你][哆啦A梦微笑][耶]  北京·北京apm  ???,爱你]      ,0
6801,爱你][爱你][爱你]  北京·中关村  ???,爱你]      ,0
9836,爱你][色][舔屏]  北京·三里屯VILLAGE南区  ???,爱你]      ,0
7995,爱你][爱你][爱你][爱你][爱你][爱你]  北京  ???,爱你]       北京  ,0
8472,爱你][爱你]  北京  ???,爱你]   北京  ,0
654,爱你]  北京  ???,爱你]  北京  ,0
5843,爱你就是和你，吃很多很多顿饭[喵喵][喵喵]  北京·北京丰大国际大酒店  ???,爱你就是和你，吃很多很多顿饭      ,0
5394,爱你胜过爱自己 [心]  北京·鼎观大厦  ???,爱你胜过爱自己      ,0
10126,爱拍照的女生，手机内存都不会太小 #我爱你#   北京·通州运河公园  ???,爱拍照的女生，手机内存都不会太小       ,0
2948,爱情里，最好的状态是就是投其所好，我给的，正好是你需要的。不要让你的爱，只感动了自己，对方却无动于衷，也不要觉得，自己只要付出了，就能对那个人为所欲为。  北京·富力城C区  ???,爱情里，最好的状态是就是投其所好，我给的，正好是你需要的。不要让你的爱，只感动了自己，对方却无动于衷，也不要觉得，自己只要付出了，就能对那个人为所欲为。    ,0
